dep_lat,dep_lon,arr_lat,arr_lon,flight_nb
25.253,55.364,28.567,77.103,678
28.567,77.103,25.253,55.364,679
25.253,55.364,55.872,-4.433,680
55.872,-4.433,25.253,55.364,681
25.253,55.364,14.509,121.02,682
14.509,121.02,25.253,55.364,683
25.253,55.364,1.35,103.994,684
1.35,103.994,-37.673,144.843,685
-37.673,144.843,1.35,103.994,686
1.35,103.994,25.253,55.364,687
25.253,55.364,21.68,39.157,688
21.68,39.157,25.253,55.364,689
25.253,55.364,30.122,31.406,690
30.122,31.406,25.253,55.364,691
25.253,55.364,12.99,80.169,692
12.99,80.169,25.253,55.364,693
25.253,55.364,29.984,-95.341,694
29.984,-95.341,25.253,55.364,695
25.253,55.364,59.8,30.263,696
59.8,30.263,25.253,55.364,697
25.253,55.364,1.35,103.994,698
1.35,103.994,25.253,55.364,699
25.253,55.364,29.227,47.969,700
29.227,47.969,25.253,55.364,701
25.253,55.364,50.033,8.571,702
50.033,8.571,25.253,55.364,703
25.253,55.364,31.522,74.404,704
31.522,74.404,25.253,55.364,705
25.253,55.364,21.68,39.157,706
21.68,39.157,25.253,55.364,707
25.253,55.364,-20.43,57.684,708
-20.43,57.684,25.253,55.364,709
25.253,55.364,45.631,8.728,710
45.631,8.728,40.64,-73.779,711
40.64,-73.779,45.631,8.728,712
45.631,8.728,25.253,55.364,713
25.253,55.364,47.43,19.261,714
47.43,19.261,25.253,55.364,715
25.253,55.364,26.471,49.798,716
26.471,49.798,25.253,55.364,717
25.253,55.364,47.43,19.261,718
47.43,19.261,25.253,55.364,719
25.253,55.364,13.681,100.747,720
13.681,100.747,25.253,55.364,721
25.253,55.364,24.958,46.699,722
24.958,46.699,25.253,55.364,723
25.253,55.364,49.013,2.55,724
49.013,2.55,25.253,55.364,725
25.253,55.364,49.013,2.55,726
49.013,2.55,25.253,55.364,727
25.253,55.364,55.409,37.906,728
55.409,37.906,25.253,55.364,729
25.253,55.364,1.35,103.994,730
1.35,103.994,25.253,55.364,731
25.253,55.364,38.945,-77.456,732
38.945,-77.456,25.253,55.364,733
25.253,55.364,25.273,51.608,734
25.273,51.608,25.253,55.364,735
25.253,55.364,25.078,121.233,736
25.078,121.233,25.253,55.364,737
25.253,55.364,49.013,2.55,738
49.013,2.55,25.253,55.364,739
25.253,55.364,-4.674,55.522,740
-4.674,55.522,25.253,55.364,741
25.253,55.364,29.227,47.969,742
29.227,47.969,25.253,55.364,743
25.253,55.364,1.35,103.994,744
1.35,103.994,25.253,55.364,745
25.253,55.364,26.471,49.798,746
26.471,49.798,25.253,55.364,747
25.253,55.364,17.231,78.43,748
17.231,78.43,25.253,55.364,749
25.253,55.364,31.143,121.805,750
31.143,121.805,25.253,55.364,751
25.253,55.364,2.746,101.71,752
2.746,101.71,25.253,55.364,753
25.253,55.364,40.64,-73.779,754
40.64,-73.779,25.253,55.364,755
25.253,55.364,48.354,11.786,756
48.354,11.786,25.253,55.364,757
25.253,55.364,53.63,9.988,758
53.63,9.988,25.253,55.364,759
25.253,55.364,28.567,77.103,760
28.567,77.103,25.253,55.364,761
25.253,55.364,51.471,-0.462,762
51.471,-0.462,25.253,55.364,763
25.253,55.364,47.449,-122.309,764
47.449,-122.309,25.253,55.364,765
25.253,55.364,-33.965,18.602,766
-33.965,18.602,25.253,55.364,767
25.253,55.364,26.471,49.798,768
26.471,49.798,25.253,55.364,769
25.253,55.364,53.421,-6.27,770
53.421,-6.27,25.253,55.364,771
25.253,55.364,28.567,77.103,772
28.567,77.103,25.253,55.364,773
25.253,55.364,30.122,31.406,774
30.122,31.406,25.253,55.364,775
25.253,55.364,9.007,7.263,776
9.007,7.263,25.253,55.364,777
25.253,55.364,52.454,-1.748,778
52.454,-1.748,25.253,55.364,779
25.253,55.364,29.227,47.969,780
29.227,47.969,25.253,55.364,781
25.253,55.364,49.013,2.55,782
49.013,2.55,25.253,55.364,783
25.253,55.364,25.273,51.608,784
25.273,51.608,25.253,55.364,785
25.253,55.364,32.536,74.364,786
32.536,74.364,25.253,55.364,787
25.253,55.364,31.723,35.993,788
31.723,35.993,25.253,55.364,789
25.253,55.364,40.64,-73.779,790
40.64,-73.779,25.253,55.364,791
25.253,55.364,48.11,16.57,792
48.11,16.57,25.253,55.364,793
25.253,55.364,53.349,-2.28,794
53.349,-2.28,25.253,55.364,795
25.253,55.364,13.681,100.747,796
13.681,100.747,25.253,55.364,797
25.253,55.364,13.681,100.747,798
13.681,100.747,25.253,55.364,799
25.253,55.364,2.746,101.71,800
2.746,101.71,25.253,55.364,801
25.253,55.364,33.821,35.488,802
33.821,35.488,25.253,55.364,803
25.253,55.364,19.089,72.868,804
19.089,72.868,25.253,55.364,805
25.253,55.364,51.471,-0.462,806
51.471,-0.462,25.253,55.364,807
25.253,55.364,31.143,121.805,808
31.143,121.805,25.253,55.364,809
25.253,55.364,49.013,2.55,810
49.013,2.55,25.253,55.364,811
25.253,55.364,28.567,77.103,812
28.567,77.103,25.253,55.364,813
25.253,55.364,25.078,121.233,814
25.078,121.233,25.253,55.364,815
25.253,55.364,2.746,101.71,816
2.746,101.71,-37.673,144.843,817
-37.673,144.843,2.746,101.71,818
2.746,101.71,25.253,55.364,819
25.253,55.364,49.013,2.55,820
49.013,2.55,25.253,55.364,821
25.253,55.364,-37.673,144.843,822
-37.673,144.843,-37.008,174.792,823
-37.008,174.792,-37.673,144.843,824
-37.673,144.843,25.253,55.364,825
25.253,55.364,2.746,101.71,826
2.746,101.71,25.253,55.364,827
25.253,55.364,52.309,4.764,828
52.309,4.764,25.253,55.364,829
25.253,55.364,8.482,76.92,830
8.482,76.92,25.253,55.364,831
25.253,55.364,33.943,-118.408,832
33.943,-118.408,25.253,55.364,833
25.253,55.364,25.273,51.608,834
25.273,51.608,25.253,55.364,835
25.253,55.364,-33.965,18.602,836
-33.965,18.602,25.253,55.364,837
25.253,55.364,40.64,-73.779,838
40.64,-73.779,25.253,55.364,839
25.253,55.364,25.273,51.608,840
25.273,51.608,25.253,55.364,841
25.253,55.364,60.194,11.1,842
60.194,11.1,25.253,55.364,843
25.253,55.364,13.198,77.706,844
13.198,77.706,25.253,55.364,845
25.253,55.364,25.273,51.608,846
25.273,51.608,25.253,55.364,847
25.253,55.364,24.907,67.161,848
24.907,67.161,25.253,55.364,849
25.253,55.364,53.421,-6.27,850
53.421,-6.27,25.253,55.364,851
25.253,55.364,40.64,-73.779,852
40.64,-73.779,25.253,55.364,853
25.253,55.364,26.267,50.638,854
26.267,50.638,25.253,55.364,855
25.253,55.364,-29.614,31.12,856
-29.614,31.12,25.253,55.364,857
25.253,55.364,49.013,2.55,858
49.013,2.55,25.253,55.364,859
25.253,55.364,48.11,16.57,860
48.11,16.57,25.253,55.364,861
25.253,55.364,53.349,-2.28,862
53.349,-2.28,25.253,55.364,863
25.253,55.364,40.64,-73.779,864
40.64,-73.779,25.253,55.364,865
25.253,55.364,21.68,39.157,866
21.68,39.157,25.253,55.364,867
25.253,55.364,32.536,74.364,868
32.536,74.364,25.253,55.364,869
25.253,55.364,41.979,-87.905,870
41.979,-87.905,25.253,55.364,871
25.253,55.364,19.089,72.868,872
19.089,72.868,25.253,55.364,873
25.253,55.364,51.471,-0.462,874
51.471,-0.462,25.253,55.364,875
25.253,55.364,51.471,-0.462,876
51.471,-0.462,25.253,55.364,877
25.253,55.364,50.101,14.26,878
50.101,14.26,25.253,55.364,879
25.253,55.364,51.471,-0.462,880
51.471,-0.462,25.253,55.364,881
25.253,55.364,13.681,100.747,882
13.681,100.747,-33.946,151.177,883
-33.946,151.177,-37.008,174.792,884
-37.008,174.792,-27.384,153.117,885
-27.384,153.117,25.253,55.364,886
25.253,55.364,40.472,-3.563,887
40.472,-3.563,25.253,55.364,888
25.253,55.364,-23.436,-46.473,889
-23.436,-46.473,25.253,55.364,890
25.253,55.364,7.181,79.884,891
7.181,79.884,25.253,55.364,892
25.253,55.364,8.978,38.799,893
8.978,38.799,25.253,55.364,894
25.253,55.364,7.181,79.884,895
7.181,79.884,25.253,55.364,896
25.253,55.364,31.522,74.404,897
31.522,74.404,25.253,55.364,898
25.253,55.364,4.192,73.529,899
4.192,73.529,25.253,55.364,900
25.253,55.364,37.619,-122.375,901
37.619,-122.375,25.253,55.364,902
25.253,55.364,26.267,50.638,903
26.267,50.638,25.253,55.364,904
25.253,55.364,7.181,79.884,905
7.181,79.884,25.253,55.364,906
25.253,55.364,-26.139,28.246,907
-26.139,28.246,25.253,55.364,908
25.253,55.364,35.416,51.152,909
35.416,51.152,25.253,55.364,910
25.253,55.364,37.936,23.944,911
37.936,23.944,40.693,-74.169,912
40.693,-74.169,37.936,23.944,913
37.936,23.944,25.253,55.364,914
25.253,55.364,45.631,8.728,915
45.631,8.728,25.253,55.364,916
25.253,55.364,29.227,47.969,917
29.227,47.969,25.253,55.364,918
25.253,55.364,23.593,58.284,919
23.593,58.284,25.253,55.364,920
25.253,55.364,40.64,-73.779,921
40.64,-73.779,25.253,55.364,922
25.253,55.364,21.68,39.157,923
21.68,39.157,25.253,55.364,924
25.253,55.364,23.077,72.635,925
23.077,72.635,25.253,55.364,926
25.253,55.364,49.013,2.55,927
49.013,2.55,25.253,55.364,928
25.253,55.364,51.471,-0.462,929
51.471,-0.462,25.253,55.364,930
25.253,55.364,55.409,37.906,931
55.409,37.906,25.253,55.364,932
25.253,55.364,40.08,116.585,933
40.08,116.585,25.253,55.364,934
25.253,55.364,-15.331,28.453,935
-15.331,28.453,-17.932,31.093,936
-17.932,31.093,-15.331,28.453,937
-15.331,28.453,25.253,55.364,938
25.253,55.364,-37.673,144.843,939
-37.673,144.843,25.253,55.364,940
25.253,55.364,29.227,47.969,941
29.227,47.969,25.253,55.364,942
25.253,55.364,51.471,-0.462,943
51.471,-0.462,25.253,55.364,944
25.253,55.364,12.99,80.169,945
12.99,80.169,25.253,55.364,946
25.253,55.364,24.553,39.705,947
24.553,39.705,25.253,55.364,948
25.253,55.364,43.677,-79.631,949
43.677,-79.631,25.253,55.364,950
25.253,55.364,-1.319,36.928,951
-1.319,36.928,25.253,55.364,952
25.253,55.364,53.349,-2.28,953
53.349,-2.28,25.253,55.364,954
25.253,55.364,31.522,74.404,955
31.522,74.404,25.253,55.364,956
25.253,55.364,55.409,37.906,957
55.409,37.906,25.253,55.364,958
25.253,55.364,21.68,39.157,959
21.68,39.157,25.253,55.364,960
25.253,55.364,23.077,72.635,961
23.077,72.635,25.253,55.364,962
25.253,55.364,-4.674,55.522,963
-4.674,55.522,25.253,55.364,964
25.253,55.364,24.907,67.161,965
24.907,67.161,25.253,55.364,966
25.253,55.364,5.605,-0.167,967
5.605,-0.167,5.261,-3.926,968
5.261,-3.926,5.605,-0.167,969
5.605,-0.167,25.253,55.364,970
25.253,55.364,26.471,49.798,971
26.471,49.798,25.253,55.364,972
25.253,55.364,29.984,-95.341,973
29.984,-95.341,25.253,55.364,974
25.253,55.364,48.11,16.57,975
48.11,16.57,25.253,55.364,976
25.253,55.364,53.349,-2.28,977
53.349,-2.28,25.253,55.364,978
25.253,55.364,50.033,8.571,979
50.033,8.571,25.253,55.364,980
25.253,55.364,19.089,72.868,981
19.089,72.868,25.253,55.364,982
25.253,55.364,21.68,39.157,983
21.68,39.157,25.253,55.364,984
25.253,55.364,2.746,101.71,985
2.746,101.71,25.253,55.364,986
25.253,55.364,38.781,-9.136,987
38.781,-9.136,25.253,55.364,988
25.253,55.364,51.471,-0.462,989
51.471,-0.462,25.253,55.364,990
25.253,55.364,55.409,37.906,991
55.409,37.906,25.253,55.364,992
25.253,55.364,31.522,74.404,993
31.522,74.404,25.253,55.364,994
25.253,55.364,21.68,39.157,995
21.68,39.157,25.253,55.364,996
25.253,55.364,-6.126,106.656,997
-6.126,106.656,25.253,55.364,998
25.253,55.364,2.746,101.71,999
2.746,101.71,25.253,55.364,1000
25.253,55.364,-37.673,144.843,1001
-37.673,144.843,-37.008,174.792,1002
-37.008,174.792,-37.673,144.843,1003
-37.673,144.843,25.253,55.364,1004
25.253,55.364,19.089,72.868,1005
19.089,72.868,25.253,55.364,1006
25.253,55.364,37.619,-122.375,1007
37.619,-122.375,25.253,55.364,1008
25.253,55.364,10.152,76.402,1009
10.152,76.402,25.253,55.364,1010
25.253,55.364,49.013,2.55,1011
49.013,2.55,25.253,55.364,1012
25.253,55.364,2.746,101.71,1013
2.746,101.71,25.253,55.364,1014
25.253,55.364,49.013,2.55,1015
49.013,2.55,25.253,55.364,1016
25.253,55.364,26.267,50.638,1017
26.267,50.638,25.253,55.364,1018
25.253,55.364,19.089,72.868,1019
19.089,72.868,25.253,55.364,1020
25.253,55.364,1.35,103.994,1021
1.35,103.994,-27.384,153.117,1022
-27.384,153.117,1.35,103.994,1023
1.35,103.994,25.253,55.364,1024
25.253,55.364,55.872,-4.433,1025
55.872,-4.433,25.253,55.364,1026
25.253,55.364,31.522,74.404,1027
31.522,74.404,25.253,55.364,1028
25.253,55.364,26.073,-80.153,1029
26.073,-80.153,25.253,55.364,1030
25.253,55.364,13.681,100.747,1031
13.681,100.747,22.309,113.915,1032
22.309,113.915,13.681,100.747,1033
13.681,100.747,25.253,55.364,1034
25.253,55.364,22.655,88.447,1035
22.655,88.447,25.253,55.364,1036
25.253,55.364,-27.384,153.117,1037
-27.384,153.117,-37.008,174.792,1038
-37.008,174.792,-27.384,153.117,1039
-27.384,153.117,25.253,55.364,1040
25.253,55.364,-1.319,36.928,1041
-1.319,36.928,25.253,55.364,1042
25.253,55.364,51.471,-0.462,1043
51.471,-0.462,25.253,55.364,1044
25.253,55.364,2.746,101.71,1045
2.746,101.71,25.253,55.364,1046
25.253,55.364,55.409,37.906,1047
55.409,37.906,25.253,55.364,1048
25.253,55.364,51.29,6.767,1049
51.29,6.767,25.253,55.364,1050
25.253,55.364,50.033,8.571,1051
50.033,8.571,25.253,55.364,1052
25.253,55.364,-37.673,144.843,1053
-37.673,144.843,25.253,55.364,1054
25.253,55.364,-26.139,28.246,1055
-26.139,28.246,25.253,55.364,1056
25.253,55.364,41.297,2.078,1057
41.297,2.078,25.253,55.364,1058
25.253,55.364,-4.674,55.522,1059
-4.674,55.522,25.253,55.364,1060
25.253,55.364,-33.946,151.177,1061
-33.946,151.177,25.253,55.364,1062
25.253,55.364,36.691,3.215,1063
36.691,3.215,25.253,55.364,1064
25.253,55.364,55.409,37.906,1065
55.409,37.906,25.253,55.364,1066
25.253,55.364,45.631,8.728,1067
45.631,8.728,40.64,-73.779,1068
40.64,-73.779,45.631,8.728,1069
45.631,8.728,25.253,55.364,1070
25.253,55.364,59.8,30.263,1071
59.8,30.263,25.253,55.364,1072
25.253,55.364,24.907,67.161,1073
24.907,67.161,25.253,55.364,1074
21.68,39.157,25.253,55.364,1075
25.253,55.364,32.536,74.364,1076
32.536,74.364,25.253,55.364,1077
25.253,55.364,26.471,49.798,1078
26.471,49.798,25.253,55.364,1079
25.253,55.364,32.536,74.364,1080
32.536,74.364,25.253,55.364,1081
25.253,55.364,32.897,-97.038,1082
32.897,-97.038,25.253,55.364,1083
25.253,55.364,-26.139,28.246,1084
-26.139,28.246,25.253,55.364,1085
25.253,55.364,-26.139,28.246,1086
-26.139,28.246,25.253,55.364,1087
25.253,55.364,28.567,77.103,1088
28.567,77.103,25.253,55.364,1089
25.253,55.364,40.693,-74.169,1090
40.693,-74.169,25.253,55.364,1091
25.253,55.364,45.505,12.352,1092
45.505,12.352,25.253,55.364,1093
25.253,55.364,33.368,-7.59,1094
33.368,-7.59,25.253,55.364,1095
25.253,55.364,21.68,39.157,1096
21.68,39.157,25.253,55.364,1097
25.253,55.364,47.43,19.261,1098
47.43,19.261,25.253,55.364,1099
25.253,55.364,-26.139,28.246,1100
-26.139,28.246,25.253,55.364,1101
25.253,55.364,0.042,32.444,1102
0.042,32.444,25.253,55.364,1103
25.253,55.364,-4.674,55.522,1104
-4.674,55.522,25.253,55.364,1105
25.253,55.364,30.203,71.419,1106
30.203,71.419,25.253,55.364,1107
25.253,55.364,4.192,73.529,1108
4.192,73.529,25.253,55.364,1109
25.253,55.364,-8.858,13.231,1110
-8.858,13.231,25.253,55.364,1111
25.253,55.364,30.203,71.419,1112
30.203,71.419,25.253,55.364,1113
25.253,55.364,35.416,51.152,1114
35.416,51.152,25.253,55.364,1115
25.253,55.364,12.99,80.169,1116
12.99,80.169,25.253,55.364,1117
25.253,55.364,29.227,47.969,1118
29.227,47.969,25.253,55.364,1119
25.253,55.364,52.309,4.764,1120
52.309,4.764,25.253,55.364,1121
25.253,55.364,-33.946,151.177,1122
-33.946,151.177,25.253,55.364,1123
25.253,55.364,-23.436,-46.473,1124
-23.436,-46.473,-33.393,-70.786,1125
-33.393,-70.786,-23.436,-46.473,1126
-23.436,-46.473,25.253,55.364,1127
25.253,55.364,50.033,8.571,1128
50.033,8.571,25.253,55.364,1129
25.253,55.364,-26.139,28.246,1130
-26.139,28.246,25.253,55.364,1131
25.253,55.364,34.566,69.212,1132
34.566,69.212,25.253,55.364,1133
25.253,55.364,8.113,98.317,1134
8.113,98.317,25.253,55.364,1135
25.253,55.364,51.471,-0.462,1136
51.471,-0.462,25.253,55.364,1137
25.253,55.364,43.677,-79.631,1138
43.677,-79.631,25.253,55.364,1139
25.253,55.364,51.471,-0.462,1140
51.471,-0.462,25.253,55.364,1141
25.253,55.364,37.619,-122.375,1142
37.619,-122.375,25.253,55.364,1143
25.253,55.364,59.652,17.919,1144
59.652,17.919,25.253,55.364,1145
25.253,55.364,53.421,-6.27,1146
53.421,-6.27,25.253,55.364,1147
25.253,55.364,49.013,2.55,1148
49.013,2.55,25.253,55.364,1149
25.253,55.364,26.471,49.798,1150
26.471,49.798,25.253,55.364,1151
25.253,55.364,19.089,72.868,1152
19.089,72.868,25.253,55.364,1153
25.253,55.364,53.349,-2.28,1154
53.349,-2.28,25.253,55.364,1155
25.253,55.364,38.945,-77.456,1156
38.945,-77.456,25.253,55.364,1157
25.253,55.364,26.471,49.798,1158
26.471,49.798,25.253,55.364,1159
25.253,55.364,33.549,72.826,1160
33.549,72.826,25.253,55.364,1161
25.253,55.364,13.681,100.747,1162
13.681,100.747,25.253,55.364,1163
25.253,55.364,52.309,4.764,1164
52.309,4.764,25.253,55.364,1165
25.253,55.364,2.746,101.71,1166
2.746,101.71,25.253,55.364,1167
25.253,55.364,-29.614,31.12,1168
-29.614,31.12,25.253,55.364,1169
25.253,55.364,-4.674,55.522,1170
-4.674,55.522,25.253,55.364,1171
25.253,55.364,53.421,-6.27,1172
53.421,-6.27,25.253,55.364,1173
25.253,55.364,-15.331,28.453,1174
-15.331,28.453,-17.932,31.093,1175
-17.932,31.093,-15.331,28.453,1176
-15.331,28.453,25.253,55.364,1177
25.253,55.364,35.765,140.386,1178
35.765,140.386,25.253,55.364,1179
25.253,55.364,51.148,-0.19,1180
51.148,-0.19,25.253,55.364,1181
25.253,55.364,1.35,103.994,1182
1.35,103.994,25.253,55.364,1183
25.253,55.364,21.68,39.157,1184
21.68,39.157,25.253,55.364,1185
25.253,55.364,12.99,80.169,1186
12.99,80.169,25.253,55.364,1187
25.253,55.364,1.35,103.994,1188
1.35,103.994,-27.384,153.117,1189
-27.384,153.117,25.253,55.364,1190
25.253,55.364,49.013,2.55,1191
49.013,2.55,25.253,55.364,1192
25.253,55.364,41.297,2.078,1193
41.297,2.078,25.253,55.364,1194
25.253,55.364,-26.139,28.246,1195
-26.139,28.246,25.253,55.364,1196
25.253,55.364,41.979,-87.905,1197
41.979,-87.905,25.253,55.364,1198
25.253,55.364,59.8,30.263,1199
59.8,30.263,25.253,55.364,1200
25.253,55.364,59.8,30.263,1201
59.8,30.263,25.253,55.364,1202
25.253,55.364,35.552,139.78,1203
35.552,139.78,25.253,55.364,1204
24.896,55.161,25.253,55.364,1205
25.253,55.364,-31.94,115.967,1206
-31.94,115.967,25.253,55.364,1207
25.253,55.364,35.416,51.152,1208
35.416,51.152,25.253,55.364,1209
25.253,55.364,50.901,4.484,1210
50.901,4.484,25.253,55.364,1211
25.253,55.364,40.08,116.585,1212
40.08,116.585,25.253,55.364,1213
25.253,55.364,23.843,90.398,1214
23.843,90.398,25.253,55.364,1215
25.253,55.364,32.897,-97.038,1216
32.897,-97.038,25.253,55.364,1217
25.253,55.364,5.605,-0.167,1218
5.605,-0.167,5.261,-3.926,1219
5.261,-3.926,5.605,-0.167,1220
5.605,-0.167,25.253,55.364,1221
25.253,55.364,51.471,-0.462,1222
51.471,-0.462,25.253,55.364,1223
25.253,55.364,12.99,80.169,1224
12.99,80.169,25.253,55.364,1225
25.253,55.364,31.723,35.993,1226
31.723,35.993,25.253,55.364,1227
25.253,55.364,41.979,-87.905,1228
41.979,-87.905,25.253,55.364,1229
25.253,55.364,31.143,121.805,1230
31.143,121.805,25.253,55.364,1231
25.253,55.364,-33.965,18.602,1232
-33.965,18.602,25.253,55.364,1233
25.253,55.364,32.536,74.364,1234
25.253,55.364,37.936,23.944,1235
37.936,23.944,40.693,-74.169,1236
40.693,-74.169,37.936,23.944,1237
37.936,23.944,25.253,55.364,1238
25.253,55.364,17.231,78.43,1239
17.231,78.43,25.253,55.364,1240
25.253,55.364,52.309,4.764,1241
52.309,4.764,25.253,55.364,1242
25.253,55.364,49.013,2.55,1243
49.013,2.55,25.253,55.364,1244
25.253,55.364,59.652,17.919,1245
59.652,17.919,25.253,55.364,1246
25.253,55.364,-20.43,57.684,1247
-20.43,57.684,25.253,55.364,1248
25.253,55.364,40.472,-3.563,1249
40.472,-3.563,25.253,55.364,1250
25.253,55.364,47.449,-122.309,1251
47.449,-122.309,25.253,55.364,1252
25.253,55.364,19.089,72.868,1253
19.089,72.868,25.253,55.364,1254
25.253,55.364,7.181,79.884,1255
7.181,79.884,25.253,55.364,1256
25.253,55.364,51.148,-0.19,1257
51.148,-0.19,25.253,55.364,1258
25.253,55.364,40.472,-3.563,1259
40.472,-3.563,25.253,55.364,1260
25.253,55.364,26.471,49.798,1261
26.471,49.798,25.253,55.364,1262
25.253,55.364,32.536,74.364,1263
32.536,74.364,25.253,55.364,1264
25.253,55.364,51.471,-0.462,1265
51.471,-0.462,25.253,55.364,1266
25.253,55.364,37.619,-122.375,1267
37.619,-122.375,25.253,55.364,1268
25.253,55.364,50.101,14.26,1269
50.101,14.26,25.253,55.364,1270
25.253,55.364,33.368,-7.59,1271
33.368,-7.59,25.253,55.364,1272
25.253,55.364,32.897,-97.038,1273
32.897,-97.038,25.253,55.364,1274
25.253,55.364,-6.878,39.203,1275
-6.878,39.203,25.253,55.364,1276
25.253,55.364,25.078,121.233,1277
25.078,121.233,25.253,55.364,1278
25.253,55.364,17.231,78.43,1279
17.231,78.43,25.253,55.364,1280
25.253,55.364,19.089,72.868,1281
19.089,72.868,25.253,55.364,1282
25.253,55.364,50.033,8.571,1283
50.033,8.571,25.253,55.364,1284
25.253,55.364,31.143,121.805,1285
31.143,121.805,25.253,55.364,1286
25.253,55.364,48.354,11.786,1287
48.354,11.786,25.253,55.364,1288
25.253,55.364,21.68,39.157,1289
21.68,39.157,25.253,55.364,1290
25.253,55.364,53.349,-2.28,1291
53.349,-2.28,25.253,55.364,1292
25.253,55.364,28.429,-81.309,1293
28.429,-81.309,25.253,55.364,1294
25.253,55.364,-33.965,18.602,1295
-33.965,18.602,25.253,55.364,1296
25.253,55.364,-4.674,55.522,1297
-4.674,55.522,25.253,55.364,1298
25.253,55.364,31.143,121.805,1299
31.143,121.805,25.253,55.364,1300
25.253,55.364,50.101,14.26,1301
50.101,14.26,25.253,55.364,1302
25.253,55.364,48.354,11.786,1303
48.354,11.786,25.253,55.364,1304
25.253,55.364,33.943,-118.408,1305
33.943,-118.408,25.253,55.364,1306
25.253,55.364,47.449,-122.309,1307
47.449,-122.309,25.253,55.364,1308
25.253,55.364,19.089,72.868,1309
19.089,72.868,25.253,55.364,1310
25.253,55.364,60.194,11.1,1311
60.194,11.1,25.253,55.364,1312
25.253,55.364,55.618,12.656,1313
55.618,12.656,25.253,55.364,1314
25.253,55.364,41.8,12.239,1315
41.8,12.239,25.253,55.364,1316
25.253,55.364,-15.331,28.453,1317
-15.331,28.453,-17.932,31.093,1318
-17.932,31.093,-15.331,28.453,1319
-15.331,28.453,25.253,55.364,1320
25.253,55.364,38.945,-77.456,1321
38.945,-77.456,25.253,55.364,1322
25.253,55.364,59.8,30.263,1323
59.8,30.263,25.253,55.364,1324
25.253,55.364,8.113,98.317,1325
8.113,98.317,25.253,55.364,1326
25.253,55.364,33.821,35.488,1327
33.821,35.488,25.253,55.364,1328
25.253,55.364,50.033,8.571,1329
50.033,8.571,25.253,55.364,1330
25.253,55.364,55.872,-4.433,1331
55.872,-4.433,25.253,55.364,1332
25.253,55.364,52.166,20.967,1333
52.166,20.967,25.253,55.364,1334
25.253,55.364,12.99,80.169,1335
12.99,80.169,25.253,55.364,1336
25.253,55.364,38.781,-9.136,1337
38.781,-9.136,25.253,55.364,1338
25.253,55.364,52.454,-1.748,1339
52.454,-1.748,25.253,55.364,1340
25.253,55.364,43.677,-79.631,1341
43.677,-79.631,25.253,55.364,1342
25.253,55.364,41.261,28.742,1343
41.261,28.742,25.253,55.364,1344
